Matrícula,Nome do Aluno,E-mail,(1º Período) Ativ. Integradoras I,(1º Período) Bases Morfofuncionais,(1º Período) Bioquímica Mol. e Metab. I,(1º Período) Fund. Pesquisa Medicina I,(1º Período) Saúde e Sociedade I,(1º Período) Sociologia e Antropologia I,(2º Período) Ativ. Integradoras II,(2º Período) Biologia Molecular,(2º Período) Bioquímica Mol. e Metab. II,(2º Período) Habilidades Médicas I,(2º Período) Saúde e Sociedade II,(2º Período) Sist. Int. - Nervoso/Endócrino,(2º Período) Sist. Int. - Digestório/Reprodutor,(3º Período) Ativ. Integradoras III,(3º Período) Interação Agente Hosp. I,(3º Período) Imunologia Básica,(3º Período) Farmacologia I,(3º Período) Fund. Pesquisa Medicina II,(3º Período) Habilidades Médicas II,(3º Período) Saúde e Sociedade III,(3º Período) Sist. Int. - Cardiocirc.,(3º Período) Sist. Int. - Resp./Urinário,(3º Período) Sociologia e Antropologia II,(4º Período) Imunologia Clínica,(4º Período) Interação Agente Hosp. II,(4º Período) Farmacologia II,(4º Período) Fisiopatologia,(4º Período) Habilidades Médicas III,(4º Período) Patologia Geral,(4º Período) Saúde Mental I,(4º Período) Semiologia I,(5º Período) Medicina Legal,(5º Período) Patologia Especial,(5º Período) Saúde Mental II,(5º Período) Semiologia II,(5º Período) Semiologia Criança/Adol.,(6º Período) Dermatologia,(6º Período) Doenças Infec. e Parasitárias,(6º Período) Epidemiologia Clínica,(6º Período) Raciocínio Clínico,(6º Período) Otorrinolaringologia,(6º Período) Semiologia Ginec./Obst.,(7º Período) Clínica Criança/Adol.,(7º Período) Clínica Ginec./Obst.,(7º Período) Clínica Médica I,(7º Período) Ortopedia,(7º Período) Oftalmologia,(8º Período) Clínica Cirúrgica,(8º Período) Clínica Médica II,(8º Período) Saúde Mental III,(8º Período) Urgência e Emergência,(9º Período) Internato Clínica Médica,(9º Período) Internato Pediatria,(10º Período) Internato Cirurgia,(10º Período) Internato Ginecologia/Obstetrícia,(11º Período) Internato Saúde Mental,(11º Período) Internato Urgência e Emergência,(12º Período) Internato Saúde da Família,(12º Período) Internato Eletivo
20230101,Aluno Teste 2P,2teste@teste,5.4,6.9,6.4,6.6,5.8,6.2,6.2,10.0,8.1,6.8,7.4,6.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230102,Gabriel Lima Santos,gabriel.lima.santos@medicina.ficticio.edu,8.7,5.1,6.5,7.8,8.8,6.7,5.7,5.6,8.0,8.7,5.3,5.5,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230103,Zeca Ferreira Lima,zeca.ferreira.lima@medicina.ficticio.edu,7.4,7.9,9.1,9.3,9.5,7.5,5.2,8.1,5.6,8.1,9.4,9.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230104,Quintino Ferreira Costa,quintino.ferreira.costa@medicina.ficticio.edu,7.8,9.6,6.9,9.6,6.6,9.2,6.9,9.5,5.8,6.4,8.2,7.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230105,Carlos Santos Almeida,carlos.santos.almeida@medicina.ficticio.edu,9.5,8.2,8.9,9.9,6.4,9.7,9.7,8.0,8.9,5.6,9.2,9.3,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230106,Sofia Santos Silva,sofia.santos.silva@medicina.ficticio.edu,5.5,7.0,7.4,5.6,5.7,9.0,7.8,6.9,8.2,5.4,6.6,7.5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230107,Julia Gomes Pereira,julia.gomes.pereira@medicina.ficticio.edu,7.0,9.1,9.5,8.8,7.1,6.2,5.9,5.7,6.7,7.7,9.3,10.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230108,Eduardo Lima Almeida,eduardo.lima.almeida@medicina.ficticio.edu,7.7,7.5,6.1,7.9,8.3,8.6,9.6,7.3,9.7,7.8,6.5,8.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230109,Rafael Santos Almeida,rafael.santos.almeida@medicina.ficticio.edu,5.9,10.0,8.2,5.9,5.2,7.1,9.6,7.1,9.4,6.4,8.8,6.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230110,Pedro Costa Oliveira,pedro.costa.oliveira@medicina.ficticio.edu,7.1,7.7,9.0,5.5,9.2,8.2,5.4,8.3,5.0,7.2,5.6,8.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230111,Fernanda Lima Martins,fernanda.lima.martins@medicina.ficticio.edu,8.4,5.9,6.6,5.3,9.1,9.9,9.9,6.6,5.9,8.7,5.3,9.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230112,Quintino Oliveira Pereira,quintino.oliveira.pereira@medicina.ficticio.edu,6.8,6.9,6.5,5.9,5.3,6.2,9.6,8.0,8.3,5.4,6.1,6.2,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230113,Sofia Carvalho Carvalho,sofia.carvalho.carvalho@medicina.ficticio.edu,9.0,8.2,6.0,7.3,8.5,7.4,9.3,8.0,8.2,6.9,9.0,8.9,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230114,Ana Silva Souza,ana.silva.souza@medicina.ficticio.edu,6.6,9.8,6.1,5.5,7.0,5.7,5.9,6.7,9.5,8.8,10.0,7.6,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230115,Ursula Alves Pereira,ursula.alves.pereira@medicina.ficticio.edu,9.5,7.1,8.6,8.2,7.1,8.5,7.4,7.4,9.8,5.1,5.4,6.6,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230116,Eduardo Costa Silva,eduardo.costa.silva@medicina.ficticio.edu,9.2,6.5,6.0,6.4,5.3,7.6,7.7,6.2,7.4,7.1,6.0,7.8,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230117,Nicolas Martins Martins,nicolas.martins.martins@medicina.ficticio.edu,8.0,9.7,6.8,6.3,7.3,9.7,8.2,8.0,5.3,9.1,9.5,8.4,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230118,Vitor Gomes Souza,vitor.gomes.souza@medicina.ficticio.edu,6.8,7.0,7.3,5.7,6.0,7.2,8.7,5.3,6.7,6.0,7.9,9.6,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230119,Mariana Martins Oliveira,mariana.martins.oliveira@medicina.ficticio.edu,7.5,6.2,6.7,8.8,6.9,9.8,8.8,7.0,7.7,8.6,8.3,8.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230120,Julia Santos Souza,julia.santos.souza@medicina.ficticio.edu,5.4,6.7,10.0,5.3,6.1,8.6,6.2,7.1,8.5,7.7,8.4,8.4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230121,Bruno Almeida Ribeiro,bruno.almeida.ribeiro@medicina.ficticio.edu,6.5,6.6,5.5,5.9,9.1,5.1,9.2,8.3,5.9,9.3,5.1,6.9,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230122,Tiago Carvalho Ferreira,tiago.carvalho.ferreira@medicina.ficticio.edu,9.7,5.4,10.0,6.9,9.4,5.9,5.2,9.7,6.4,7.8,8.7,10.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230123,Eduardo Lima Costa,eduardo.lima.costa@medicina.ficticio.edu,6.8,9.9,9.1,5.1,5.3,8.6,8.0,8.3,7.9,7.9,5.8,7.4,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230124,Olivia Rodrigues Silva,olivia.rodrigues.silva@medicina.ficticio.edu,7.6,5.9,8.4,8.8,8.9,8.3,9.7,9.6,8.3,8.1,6.7,6.9,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230125,Gabriel Lima Ribeiro,gabriel.lima.ribeiro@medicina.ficticio.edu,8.5,8.6,6.8,8.4,9.1,9.8,8.6,8.9,8.1,9.7,5.1,6.5,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230126,Gabriel Alves Alves,gabriel.alves.alves@medicina.ficticio.edu,7.6,5.1,9.6,9.4,7.7,6.1,7.4,8.1,7.3,9.7,7.5,8.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230127,Julia Ribeiro Ribeiro,julia.ribeiro.ribeiro@medicina.ficticio.edu,10.0,5.1,8.8,6.3,6.1,8.9,7.5,5.9,8.7,6.9,9.6,8.1,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230128,Carlos Pereira Rodrigues,carlos.pereira.rodrigues@medicina.ficticio.edu,5.7,7.6,9.2,7.1,6.2,6.7,7.5,7.8,5.3,8.8,5.4,5.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230129,Nicolas Ribeiro Ferreira,nicolas.ribeiro.ferreira@medicina.ficticio.edu,6.1,6.2,5.4,5.7,7.8,7.5,5.3,9.4,5.5,8.0,5.2,6.6,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,Bruno Ribeiro Martins,bruno.ribeiro.martins@medicina.ficticio.edu,8.6,8.5,5.3,7.5,6.6,9.2,6.2,6.0,8.6,5.7,8.8,7.7,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230131,Bruno Martins Santos,bruno.martins.santos@medicina.ficticio.edu,10.0,8.2,8.9,9.1,5.6,5.6,6.2,6.3,7.0,7.9,7.4,7.7,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230132,Eduardo Rodrigues Silva,eduardo.rodrigues.silva@medicina.ficticio.edu,8.9,7.8,8.7,9.4,5.3,6.5,7.3,5.1,9.3,7.4,5.6,6.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230133,Gabriel Ribeiro Ferreira,gabriel.ribeiro.ferreira@medicina.ficticio.edu,9.5,7.5,8.7,9.1,8.0,7.0,8.1,7.3,6.8,7.5,9.2,9.8,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230134,Mariana Alves Ferreira,mariana.alves.ferreira@medicina.ficticio.edu,8.4,10.0,9.1,9.7,7.5,8.0,9.6,9.0,7.2,6.3,6.8,5.9,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230135,Ursula Costa Rodrigues,ursula.costa.rodrigues@medicina.ficticio.edu,9.8,5.1,5.1,9.2,8.1,5.5,5.4,5.2,6.0,6.3,7.7,8.7,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230136,Nicolas Costa Lima,nicolas.costa.lima@medicina.ficticio.edu,8.3,9.9,8.8,9.2,8.6,8.7,6.4,7.6,9.4,6.9,8.4,7.2,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230137,Carlos Carvalho Pereira,carlos.carvalho.pereira@medicina.ficticio.edu,7.9,9.2,9.8,7.7,6.8,8.4,8.7,8.1,9.6,7.6,8.7,8.6,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230138,Olivia Santos Souza,olivia.santos.souza@medicina.ficticio.edu,6.9,7.0,6.9,5.0,5.1,7.0,8.3,6.6,7.5,9.0,8.4,8.1,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230139,Carlos Silva Silva,carlos.silva.silva@medicina.ficticio.edu,8.3,6.1,5.8,9.9,7.3,7.4,9.3,5.3,8.2,7.5,6.5,7.8,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230140,Olivia Gomes Lima,olivia.gomes.lima@medicina.ficticio.edu,9.9,9.6,6.5,6.7,8.6,8.2,9.1,5.0,6.1,5.2,7.4,8.3,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230141,Pedro Rodrigues Rodrigues,pedro.rodrigues.rodrigues@medicina.ficticio.edu,9.7,9.9,6.8,7.4,8.1,9.5,5.6,7.9,8.2,5.5,8.2,5.9,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230142,Julia Ferreira Silva,julia.ferreira.silva@medicina.ficticio.edu,6.0,7.5,8.1,6.7,9.2,7.3,7.9,7.6,7.3,9.8,7.1,8.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230143,Helena Santos Silva,helena.santos.silva@medicina.ficticio.edu,9.8,9.5,9.4,7.8,9.3,8.7,6.3,8.0,8.1,9.9,8.3,6.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230144,Sofia Souza Gomes,sofia.souza.gomes@medicina.ficticio.edu,6.5,9.3,8.7,9.8,7.3,10.0,7.5,5.7,5.6,8.6,9.3,6.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230145,Rafael Costa Alves,rafael.costa.alves@medicina.ficticio.edu,6.9,8.0,6.3,7.1,8.7,5.2,7.9,6.7,6.9,6.8,6.7,8.5,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230146,Zeca Souza Oliveira,zeca.souza.oliveira@medicina.ficticio.edu,7.6,9.4,9.4,7.7,9.5,6.7,7.4,9.8,7.5,9.5,5.4,5.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230147,Yasmin Rodrigues Silva,yasmin.rodrigues.silva@medicina.ficticio.edu,8.0,5.6,7.9,6.1,5.4,5.2,8.9,7.3,8.6,5.3,9.3,6.4,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230148,Nicolas Alves Silva,nicolas.alves.silva@medicina.ficticio.edu,9.5,5.1,8.4,6.4,5.1,5.9,8.9,8.0,6.6,9.9,9.3,5.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230149,Fernanda Santos Ferreira,fernanda.santos.ferreira@medicina.ficticio.edu,7.2,6.0,7.6,6.6,5.0,7.8,5.6,8.5,6.5,5.0,9.6,8.0,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230150,Tiago Pereira Oliveira,tiago.pereira.oliveira@medicina.ficticio.edu,6.3,9.9,8.9,6.2,6.5,6.6,7.9,5.8,9.3,8.7,8.1,5.5,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230151,Fernanda Pereira Lima,fernanda.pereira.lima@medicina.ficticio.edu,8.1,8.4,8.2,7.9,8.8,6.5,7.6,6.0,8.8,7.8,8.6,6.1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230152,Julia Silva Almeida,julia.silva.almeida@medicina.ficticio.edu,6.9,9.1,5.4,5.5,6.7,9.4,8.1,8.6,7.2,10.0,8.6,6.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230153,Quintino Lima Rodrigues,quintino.lima.rodrigues@medicina.ficticio.edu,9.7,8.3,9.4,8.1,8.0,7.9,9.6,9.8,7.7,7.5,7.1,6.9,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230154,Vitor Silva Almeida,vitor.silva.almeida@medicina.ficticio.edu,5.8,8.5,9.5,6.7,8.7,5.8,9.2,6.6,6.4,7.5,5.7,5.9,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230155,Rafael Alves Rodrigues,rafael.alves.rodrigues@medicina.ficticio.edu,7.9,8.1,6.1,8.6,9.8,7.4,6.5,6.0,5.5,9.0,9.5,8.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230156,Nicolas Gomes Martins,nicolas.gomes.martins@medicina.ficticio.edu,6.0,8.0,8.8,9.1,8.2,5.9,8.8,9.6,8.5,8.8,5.1,6.6,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230157,Eduardo Martins Oliveira,eduardo.martins.oliveira@medicina.ficticio.edu,5.8,7.0,8.3,9.9,8.0,5.0,9.6,7.7,6.7,8.8,6.8,9.3,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230158,Sofia Martins Alves,sofia.martins.alves@medicina.ficticio.edu,9.5,6.2,9.5,8.3,9.4,7.7,7.7,5.2,6.3,8.2,8.9,6.2,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230159,Julia Souza Oliveira,julia.souza.oliveira@medicina.ficticio.edu,5.4,9.2,5.7,8.9,8.5,9.6,5.9,6.0,7.5,8.3,9.1,6.9,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230160,Olivia Silva Rodrigues,olivia.silva.rodrigues@medicina.ficticio.edu,7.8,5.2,5.2,6.5,7.8,6.7,7.9,6.2,5.5,6.1,6.0,8.8,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230161,Lucas Pereira Gomes,lucas.pereira.gomes@medicina.ficticio.edu,5.6,6.4,7.1,5.9,8.2,8.5,9.0,9.7,8.9,7.0,5.8,9.5,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230162,Bruno Gomes Alves,bruno.gomes.alves@medicina.ficticio.edu,7.3,6.4,9.1,9.7,5.4,6.4,8.8,6.1,10.0,8.9,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230163,Olivia Silva Ferreira,olivia.silva.ferreira@medicina.ficticio.edu,8.6,8.6,6.9,7.0,5.2,6.5,5.5,5.8,5.7,7.9,7.1,6.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230164,Rafael Santos Ferreira,rafael.santos.ferreira@medicina.ficticio.edu,6.4,8.5,6.6,9.0,7.2,9.7,9.8,7.9,8.6,7.6,8.6,5.4,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230165,Helena Costa Santos,helena.costa.santos@medicina.ficticio.edu,5.9,9.5,9.7,7.8,8.7,7.9,5.5,8.8,7.4,9.5,8.6,8.3,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230166,Bruno Lima Lima,bruno.lima.lima@medicina.ficticio.edu,9.6,6.1,8.5,7.9,8.8,9.1,8.3,8.1,9.2,9.6,9.1,7.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230167,Vitor Gomes Ferreira,vitor.gomes.ferreira@medicina.ficticio.edu,8.3,7.3,7.1,7.0,6.7,8.2,9.4,9.1,6.8,6.1,5.1,5.8,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230168,Yasmin Rodrigues Souza,yasmin.rodrigues.souza@medicina.ficticio.edu,6.0,8.7,5.6,8.4,10.0,10.0,9.6,9.6,6.4,6.1,5.4,5.8,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230169,Helena Costa Martins,helena.costa.martins@medicina.ficticio.edu,6.0,7.7,9.3,9.7,7.5,8.5,7.8,6.8,5.5,7.6,8.3,6.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230170,Sofia Gomes Alves,sofia.gomes.alves@medicina.ficticio.edu,8.4,7.2,5.4,9.0,8.0,6.7,5.3,8.1,5.9,8.1,6.0,9.3,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230171,Olivia Alves Souza,olivia.alves.souza@medicina.ficticio.edu,6.1,7.1,9.0,6.1,6.9,5.1,6.5,5.4,8.0,9.0,6.2,5.7,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230172,Quintino Gomes Almeida,quintino.gomes.almeida@medicina.ficticio.edu,9.8,8.4,8.5,5.5,6.2,5.5,5.9,6.8,7.7,9.9,7.3,9.9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230173,Ana Ferreira Silva,ana.ferreira.silva@medicina.ficticio.edu,5.3,5.4,9.6,5.0,9.5,5.6,7.5,8.5,5.6,7.9,5.6,6.1,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230174,Eduardo Ribeiro Almeida,eduardo.ribeiro.almeida@medicina.ficticio.edu,6.8,6.8,7.4,8.4,6.3,8.0,9.0,10.0,8.9,7.7,9.8,9.9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230175,Rafael Almeida Almeida,rafael.almeida.almeida@medicina.ficticio.edu,7.6,9.4,7.0,6.2,9.3,9.3,6.8,9.2,6.1,6.3,6.5,5.7,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230176,Ursula Gomes Pereira,ursula.gomes.pereira@medicina.ficticio.edu,6.4,9.4,9.1,5.2,8.2,8.7,9.4,6.6,5.5,9.3,7.9,5.9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230177,Yasmin Carvalho Alves,yasmin.carvalho.alves@medicina.ficticio.edu,6.0,7.4,7.2,7.6,9.6,6.0,6.0,9.0,9.1,7.9,7.7,9.7,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230178,Ana Oliveira Rodrigues,ana.oliveira.rodrigues@medicina.ficticio.edu,9.2,5.5,8.3,8.2,5.1,5.7,5.0,7.1,6.0,6.2,7.3,7.2,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230179,Fernanda Rodrigues Carvalho,fernanda.rodrigues.carvalho@medicina.ficticio.edu,5.6,8.2,8.7,6.4,8.0,7.8,9.3,7.5,9.4,8.3,5.3,6.7,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230180,Lucas Rodrigues Gomes,lucas.rodrigues.gomes@medicina.ficticio.edu,6.1,7.3,5.2,8.1,7.9,7.0,5.7,7.4,7.7,6.8,7.1,5.1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230181,Rafael Lima Gomes,rafael.lima.gomes@medicina.ficticio.edu,8.9,8.3,8.2,8.6,8.6,8.5,6.3,8.9,8.0,8.3,5.4,8.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230182,Fernanda Alves Martins,fernanda.alves.martins@medicina.ficticio.edu,6.4,7.6,7.7,7.3,9.3,8.3,5.1,7.2,8.2,6.3,7.1,6.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230183,Nicolas Martins Almeida,nicolas.martins.almeida@medicina.ficticio.edu,5.5,8.3,6.0,5.5,6.4,6.6,5.0,5.6,7.0,6.3,5.9,8.8,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230184,Fernanda Costa Martins,fernanda.costa.martins@medicina.ficticio.edu,5.3,8.8,8.6,5.6,8.8,8.2,6.5,6.5,5.6,5.3,9.9,8.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230185,Fernanda Ferreira Oliveira,fernanda.ferreira.oliveira@medicina.ficticio.edu,9.1,7.6,7.3,7.7,5.6,5.9,9.8,5.2,7.7,9.4,6.3,5.6,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230186,Eduardo Oliveira Costa,eduardo.oliveira.costa@medicina.ficticio.edu,5.9,9.3,5.0,9.0,7.5,9.3,9.7,7.8,9.2,5.3,6.6,6.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230187,Lucas Rodrigues Santos,lucas.rodrigues.santos@medicina.ficticio.edu,9.8,9.8,5.0,7.8,9.2,8.6,6.5,9.9,7.8,8.5,7.2,5.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230188,Yasmin Ferreira Gomes,yasmin.ferreira.gomes@medicina.ficticio.edu,7.8,9.1,7.4,7.2,6.0,6.6,6.7,9.9,9.4,9.1,8.4,8.4,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230189,Julia Carvalho Souza,julia.carvalho.souza@medicina.ficticio.edu,5.9,10.0,8.4,6.1,6.7,5.0,5.3,7.4,8.4,5.0,6.9,7.6,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230190,Ana Lima Pereira,ana.lima.pereira@medicina.ficticio.edu,7.2,9.6,9.0,5.1,5.2,9.5,8.0,9.7,9.2,8.2,9.6,6.9,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230191,Daniela Costa Costa,daniela.costa.costa@medicina.ficticio.edu,6.9,5.3,9.1,9.8,9.4,9.4,5.6,5.9,9.7,7.4,5.8,8.4,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230192,Lucas Almeida Gomes,lucas.almeida.gomes@medicina.ficticio.edu,6.9,5.1,6.6,5.9,7.9,8.6,5.1,7.1,9.3,6.3,8.7,9.6,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230193,Rafael Carvalho Santos,rafael.carvalho.santos@medicina.ficticio.edu,6.2,9.1,7.5,8.1,6.3,6.7,8.3,7.8,8.7,5.9,6.3,9.9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
